ontology_filename,search_query,source,paper_id,title,authors,year,venue,citation_count,abstract,doi,url,is_open_access,fields_of_study,relevance_score,match_type
aec3po.ttl,"""AEC3PO"" ontology",openalex,https://openalex.org/W4393955287,Aec3po: A Knowledge Model for Machine Executable Construction Regulations,"Amna Dridi, Panagiotis Patlakas, Maxime Lefrançois, Thomas Beach, Hradil Petr, Edlira Vakaj",2024,SSRN Electronic Journal,0,,10.2139/ssrn.4784123,https://openalex.org/W4393955287,True,"publication_type:preprint, Executable, Computer science, Software engineering, Programming language, Business",0.08,exact_ontology
bcao.ttl,"""Building Circularity Assessment"" ontology",openalex,https://openalex.org/W3199920919,An Open Data Platform for Early-Stage Building Circularity Assessment,"Lina Morkūnaitė, Fayez Al Naber, Ekaterina Petrova, Kjeld Svidt",2021,VBN Forskningsportal (Aalborg Universitet),1,"The construction industry is a signiϐicant source of pollution and consumer of natural resources. As the damage to the environment is rapidly growing, the criticism towards the linear economy model is increasing. Circular Economy is perceived as an environmentally friendly alternative. However, Circular Economy implementation in the industry is still in its infancy. Researchers agree that the early design phase plays a signiϐicant role in building circularity, but early-stage circularity assessment is not a common practice. Therefore, this paper investigates the technical needs for early circularity assessment and proposes a novel assessment framework relying on Semantic Web and Linked Building Data technologies. A new Building Circularity Assessment Ontology ȋBCAOȌ is proposed to structure the scattered heterogenous manufacturer product data needed for the assessment. The ontology and the application framework are evaluated in a use case that reveals the potential in guiding the design decisions to more circular alternatives.",,https://openalex.org/W3199920919,True,"publication_type:article, Stage (stratigraphy), Computer science, Geology, Paleontology",0.2823,reuse_application
bcao.ttl,"""building circularity assessment""",openalex,https://openalex.org/W4295653932,Bridging the gap – A database tool for BIM-based circularity assessment,"Verena Göswein, S Carvalho, A Lorena, Joana Fernandes, Paulo Ferrão",2022,IOP Conference Series Earth and Environmental Science,15,"Abstract The concept of circular economy attracts attention across sectors. Since construction materials are the single largest material stock and flow, there is a particular interest from research and policy to apply the circularity concept to buildings. Large quantities of construction and demolition waste end up in landfill, despite new EU legislation that requires a 70% recovery rate. There is a gap between this ambitious goal and the reality of the construction industry. Building Information Modelling (BIM) has the potential to improve building design and construction processes for an increased recovery of materials. However, insufficient data, inconsistent methods and interoperability issues inhibit BIM application to unfold its full potential in circularity assessments. This paper introduces the CirBIM database framework. It provides BIM users with the required robust data to improve the circularity throughout the building’s life cycle: from the design phase throughout renovation activities to the end-of-life stage. The paper proposes a new workflow of building circularity assessment, describe the architecture of the new database tool, and recommends relevant data sources and information models to streamline data mining processes. The new database tool is exemplified through application to a case study building in Portugal, emphasizing the need for different metrics and the need of integration of the end-of-life scenarios in the building design stage.",10.1088/1755-1315/1078/1/012099,https://openalex.org/W4295653932,True,"publication_type:article, Building information modeling, Workflow, Interoperability, Demolition, Architecture",0.2688,reuse_application
bcao.ttl,"""building circularity assessment""",openalex,https://openalex.org/W3211970584,"Building Circularity Assessment in the Architecture, Engineering, and Construction Industry: A New Framework","Nuo Zhang, Qi Han, Bauke de Vries",2021,Sustainability,65,"Circular Economy (CE) has proved its contribution to addressing environmental impacts in the Architecture, Engineering, and Construction (AEC) industries. Building Circularity (BC) assessment methods have been developed to measure the circularity of building projects. However, there still exists ambiguity and inconsistency in these methods. Based on the reviewed literature, this study proposes a new framework for BC assessment, including a material flow model, a Material Passport (MP), and a BC calculation method. The material flow model redefines the concept of BC assessment, containing three circularity cycles and five indicators. The BC MP defines the data needed for the assessment, and the BC calculation method provides the equations for building circularity scoring. The proposed framework offers a comprehensive basis to support a coherent and consistent implementation of CE in the AEC industry.",10.3390/su132212466,https://openalex.org/W3211970584,True,"publication_type:article, Architecture, Ambiguity, Measure (data warehouse), Construction industry, Computer science",0.2571,reuse_application
bcfowl.ttl,"""bcfOWL"" ""BIM collaboration""",openalex,https://openalex.org/W3200842977,bcfOWL: A BIM collaboration ontology,"Jyrki Oraskari, O. Schulz, Jakob Beetz",2021,,2,,,https://openalex.org/W3200842977,False,"publication_type:article, Ontology, Computer science, Knowledge management, World Wide Web, Epistemology",0.32,ontology_family
bcfowl.ttl,"""Ontology Assisted Collaboration Sessions"" ""4D BIM""",openalex,https://openalex.org/W3003366845,Ontology Assisted Collaboration Sessions on 4D BIM,"Calin Boje, Veronika Bolshakova, Annie Guerriero, S Kubicki, Gilles Halin",2019,Proceedings of the Creative Construction Conference 2019,7,"Stakeholders use 4D modelling during construction to coordinate project data and collaborate effectively. The collaborative sessions between project stakeholders have a complex dynamic. This research was conducted under the scope of the 4DCollab project, which aims to improve 4D BIM supported Synchronous Collaboration Sessions (SCS) by adopting a user-centric approach, whilst considering specific 4D use-case information requirements. Following several experimental SCS, an initial ontology model was developed. This model offers a holistic view of the dynamics between the following main concepts: the meeting itself (session), its participants (users), the 4D BIM model and the collaboration devices used for decision-making. Several existing schemas within the BIM domain were identified and considered for the definition of the proposed ontology, re-using several already validated concepts. The 4DCollab ontology is introduced following a rigorous design methodology. Its applications, limitations and future work are also outlined and discussed.",10.3311/ccc2019-081,https://openalex.org/W3003366845,True,"publication_type:article, Ontology, Computer science, Scope (computer science), Session (web analytics), Building information modeling",0.266,reuse_application
beo.ttl,"""Building Element Ontology"" ontology",openalex,https://openalex.org/W4311171153,Enabling building digital twin: Ontology-based information management framework for multi-source data integration,"Xiang Xie, Nicola Moretti, Jorge Merino, Janet Chang, Pieter Pauwels, Ajith Kumar Parlikad",2022,IOP Conference Series Earth and Environmental Science,11,"Abstract The emergence of the digital twin concept can potentially change the way people manage built assets thoroughly. This is because the semantics-based model and linked data approach behind the digital twin, as the successor of classical BIM, provide strong capability in integrating data from fragmented and heterogeneous sources and thus enable better-informed decision-making. Taking buildings as the case, this paper demonstrates the ontology-based Information Management Framework and elaborates on the process to integrate data through a common data model. Specifically, the Foundation Data Model (FDM) representing the operation of buildings and embedded systems is developed and two patterns of integration architecture are compared. To conceptualise all the essential entities and relationships, the building topology ontology and BRICK ontology are reused and merged to serve as a feasible FDM. According to the characteristic of asset management services that digital twins support, two integration architectures are compared, including the data warehouse approach and the mediator approach. A case study is presented to elaborate on the implementation of these two approaches and their applicability. This work sets out the standardised and modularised paradigms for discovering, fetching, and integrating data from disparate sources with different data curation manners.",10.1088/1755-1315/1101/9/092010,https://openalex.org/W4311171153,True,"publication_type:article, Computer science, Ontology, Data warehouse, Data integration, Ontology-based data integration",0.2582,reuse_application
bop.ttl,"""Building Performance Ontology"" ontology",openalex,https://openalex.org/W4297147174,Semantic Web Technologies for Indoor Environmental Quality: A Review and Ontology Design,"Alex Donkers, Dujuan Yang, Bauke de Vries, Nico Baken",2022,Buildings,43,"Indoor environmental quality (IEQ) affects occupants’ satisfaction, health, productivity, comfort, and well-being. IoT developments enable better monitoring of IEQ parameters; however, integrating the various types of heterogeneous data from both the IoT and BIM domains is cumbersome and capital intensive, and therefore, limits the potential of smart buildings. Semantic web technologies can reduce heterogeneity issues, which is necessary to facilitate complex IEQ models. An ontology integrating data related to a building’s topology and its static and dynamic properties is still lacking. The outline of this research is twofold. First, a systematic literature review was conducted to find state-of-the-art semantic web technologies related to building topology, static properties, and dynamic properties from the IoT and BIM domains. By graphically reviewing various ontologies, their valuable patterns, commonalities, and best practices were revealed. Secondly, those results were used to develop a new ontology that integrates topological building information with static and dynamic properties. This Building Performance Ontology (BOP) provides a generic upper-level description of properties and two lower-level ontologies representing observations and actuation. The ontology results in intuitive queries and is both horizontally and vertically extensible. Multiple levels of detail are introduced to ensure practical applicability and efficient patterns based on the data modeler’s needs. BOP opens up a new range of research opportunities in the IEQ domain.",10.3390/buildings12101522,https://openalex.org/W4297147174,True,"publication_type:review, Ontology, Computer science, Semantic Web, Building information modeling, Ontology-based data integration",0.2351,exact_ontology
bot.ttl,"""Building Topology Ontology"" BOT",openalex,https://openalex.org/W3089558719,BOT: The building topology ontology of the W3C linked building data group,"Mads Holten Rasmussen, Maxime Lefrançois, Georg Ferdinand Schneider, Pieter Pauwels",2020,Semantic Web,230,"Actors in the Architecture, Engineering, Construction, Owner and Operation (AECOO) industry traditionally exchange building models as files. The Building Information Modelling (BIM) methodology advocates the seamless exchange of all information between related stakeholders using digital technologies. The ultimate evolution of the methodology, BIM Maturity Level 3, envisions interoperable, distributed, web-based, interdisciplinary information exchange among stakeholders across the life-cycle of buildings. The World Wide Web Consortium Linked Building Data Community Group (W3C LBD-CG) hypothesises that the Linked Data models and best practices can be leveraged to achieve this vision in modern web-based applications. In this paper, we introduce the Building Topology Ontology (BOT) as a core vocabulary to this approach. It provides a high-level description of the topology of buildings including storeys and spaces, the building elements they contain, and their web-friendly 3D models. We describe how existing applications produce and consume datasets combining BOT with other ontologies that describe product catalogues, sensor observations, or Internet of Things (IoT) devices effectively implementing BIM Maturity Level 3. We evaluate our approach by exporting and querying three real-life large building models.",10.3233/sw-200385,https://openalex.org/W3089558719,True,"publication_type:article, Interoperability, Building information modeling, Computer science, Linked data, Ontology",0.3698,exact_ontology
bot.ttl,"""Building Topology Ontology"" BOT",openalex,https://openalex.org/W2768407592,Recent changes in the Building Topology Ontology,"Mads Holten Rasmussen, Pieter Pauwels, Maxime Lefrançois, Georg Ferdinand Schneider, Christian Anker Hviid, Jan Karlshøj",2017,Ghent University Academic Bibliography (Ghent University),21,"The Building Topology Ontology (BOT) was in early 2017 suggested to the W3C community group for Linked Building Data as a simple ontology covering the core concepts of a building. Since it was first announced it has been extended to cover a building site, elements hosted by other elements, zones as a super-class of spaces, storeys, buildings and sites, interfaces between adjacent zones/elements, a transitive property to infer implicit relationships between building zone siblings among other refinements. In this paper, we describe in detail the changes and the reasons for implementing them.",10.13140/rg.2.2.32365.28647,https://openalex.org/W2768407592,True,"publication_type:article, Ontology, Topology (electrical circuits), Computer science, Mathematics, Combinatorics",0.3682,exact_ontology
bot.ttl,DOI:10.24928/JC3-2017/0153,doi_lookup,10.24928/jc3-2017/0153,Proposing a Central AEC Ontology That Allows for Domain Specific Extensions,"Mads Holten Rasmussen, Pieter Pauwels, Christian Anker Hviid, Jan Karlshøj",2017,Lean and Computing in Construction Congress - Volume 1: Proceedings of the Joint Conference on Computing in Construction,34,,10.24928/jc3-2017/0153,https://doi.org/10.24928/jc3-2017/0153,False,publication_type:proceedings-article,0.2486,exact_ontology
bot.ttl,"""Building Topology Ontology"" BOT",openalex,https://openalex.org/W2781495203,Web-based topology queries on a BIM model,"Mads Holten Rasmussen, Christian Anker Hviid, Jan Karlshøj",2017,,10,"Building Information Modeling (BIM) is in the industry often confused with 3D-modeling regardless that the potential of modeling information goes way beyond performing clash detections on geometrical objects occupying the same physical space. Lately, several research projects have tried to change that by extending BIM with information using linked data technologies. However, when showing information alone the strong communication beneﬁts of 3D are neglected, and a practical way of connecting the two worlds is currently missing. In this paper, we present a prototype of a visual query interface running in a web browser, that enables the user to gain a deeper understanding of what can be extracted from a Building Topology Ontology (BOT) knowledge base. The implementation enables the user to query the graph, and provides visual 3D-feedback along with simple table results. The main purpose of the paper is to establish a baseline for discussion of the general design choices that have been considered, and the developed application further serves as a proof of concept for combining BIM model data with a knowledge graph and potentially other sources of Linked Open Data, in a simple web interface.",10.13140/rg.2.2.22298.95685,https://openalex.org/W2781495203,True,"publication_type:article, Computer science, Topology (electrical circuits), Web application, World Wide Web, Database",0.2465,exact_ontology
bot.ttl,"""Building Topology Ontology"" BOT",openalex,https://openalex.org/W4395677130,BOTSH: Towards aligning semantic web of things with building ontologies,"Vamsee Muppavarapu, Gowtham Ramesh",2024,Journal of Intelligent & Fuzzy Systems,2,"The W3C linked building data group is working on modeling the information for integrating building information with building life cycle data using Semantic Web technologies. The community has proposed a set of semantic models such as ifcOWL and Building Topology Ontology (BOT), to model various applications across Architecture, Engineering, Construction, and Operation (AECO) domain. On the other hand, the Semantic Web of Things (SWoT) group proposed standard semantic models such as M3-lite and BOSH ontologies for describing the sensor networks, observations, and sensor measurements. Both the aforementioned domains have their own siloed applications and with the evolution of the smart home domain, there is a need to combine the knowledge of building information with the sensor knowledge to develop cross-domain applications. However, in order to develop such downstream applications leveraging advantages from both domains requires interoperable knowledge. This paper proposes an interoperable ontology, Building Topology Ontology for Smart Homes (BOTSH), with the aim of aligning the building domain with sensors domain semantic models. The BOTSH ontology facilitates capturing knowledge from both domains and helps in developing cross-domain applications. The potential of the proposed model was demonstrated using a real-life building model based on the competency questions framed by the domain experts.",10.3233/jifs-219425,https://openalex.org/W4395677130,False,"publication_type:article, Semantic Web, Social Semantic Web, Semantic analytics, Computer science, Semantic Web Stack",0.242,exact_ontology
bot.ttl,"""Building Topology Ontology"" BOT",openalex,https://openalex.org/W4406612237,Time-Probability Dependent Knowledge Extraction in IoT-enabled Smart Building,"Hangli Ge, Hirotsugu Seike, Noboru Koshizuka",2024,,4,"Smart buildings incorporate various emerging Internet of Things (loT) applications for comprehensive management of energy efficiency, human comfort, automation and security. However, the development of a knowledge extraction framework for human activities is fundamental. Currently, there is a lack of a unified and practical framework for modeling heterogeneous sensor data within buildings. In this paper, we propose a practical inference framework for extracting status-to-event knowledge within smart building. Our proposal includes IoT-based API integration, ontology model design, and time probability dependent knowledge extraction methods. We leveraged the Building Topology Ontology (BOT) to construct spatial relations among sensors and spaces within the building. Additionally, we utilized Apache Jena Fuseki's SPARQL server for storing and querying RDF triple data. Two types of knowledge could be extracted: timestamp-based probability for abnormal event detection and time interval-based probability for conjunction of multiple events. We conducted experiments over a 78-day period in a real smart building environment, collecting data on light and elevator states for evaluation. The evaluation revealed several inferred events, such as room occupancy, elevator trajectory tracking, and the conjunction of both events. The numerical values of detected event counts and probability demonstrate the potential for automatic control in the smart building.",10.1109/smc54092.2024.10831794,https://openalex.org/W4406612237,False,"publication_type:article, Internet of Things, Computer science, Extraction (chemistry), Embedded system, Chemistry",0.24,exact_ontology
bot.ttl,"""Building Topology Ontology"" BOT",openalex,https://openalex.org/W4412369275,A Core Ontology for Whole Life Costing in Construction Projects,"Adam Yousfi, Érik Poirier, Daniel Forgues",2025,Buildings,2,"Construction projects still face persistent barriers to adopting whole life costing (WLC), such as fragmented data, a lack of standardization, and inadequate tools. This study addresses these limitations by proposing a core ontology for WLC, developed using an ontology design science research methodology. The ontology formalizes WLC knowledge based on ISO 15686-5 and incorporates professional insights from surveys and expert focus groups. Implemented in web ontology language (OWL), it models cost categories, temporal aspects, and discounting logic in a machine-interpretable format. The ontology’s interoperability and extensibility are validated through its integration with the building topology ontology (BOT). Results show that the ontology effectively supports cost breakdown, time-based projections, and calculation of discounted values, offering a reusable structure for different project contexts. Practical validation was conducted using SQWRL queries and Python scripts for cost computation. The solution enables structured data integration and can support decision-making throughout the building life cycle. This work lays the foundation for future semantic web applications such as knowledge graphs, bridging the current technological gap and facilitating more informed and collaborative use of WLC in construction.",10.3390/buildings15142381,https://openalex.org/W4412369275,True,"publication_type:article, Ontology-based data integration, Computer science, Ontology, Upper ontology, Process ontology",0.2397,exact_ontology
bot.ttl,"""Building Topology Ontology"" BOT",openalex,https://openalex.org/W3083200451,RECONCILING CITY MODELS WITH BIM IN KNOWLEDGE GRAPHS: A FEASIBILITY STUDY OF DATA INTEGRATION FOR SOLAR ENERGY SIMULATION,"Weiming Huang, Per‐Ola Olsson, Jouri Kanters, Lars Harrie",2020,"ISPRS annals of the photogrammetry, remote sensing and spatial information sciences",8,"Abstract. Solar energy simulations are used to quantify the potential of the passive use (daylight, solar gains) and the active use (photovoltaics and solar thermal) of solar energy. The simulations can be performed at different scales e.g. buildings, neighbourhoods and cities, with different requirements on the data. For example, for the neighbourhood simulations we need simplified building geometries that can be retrieved from city models, and window information that can be extracted from BIM models (as in many cases window information is missing in city models). In this context, city models and BIM need to be integrated and reconciled. In this paper, we investigate two approaches to integrate and retrieve such information in a case study, where the BIM data is stored in IFC and the city model in CityGML (LOD2). The first approach is to perform a schema matching in an ETL tool, so as to convert and import window information from the IFC file into the CityGML model to create a LOD2-3 building model. We also investigate an alternative avenue, namely a semantic web approach, in which both the BIM and city models are transformed into knowledge graphs (linked data). City models and BIM utilize their respective but interlinked domain ontologies. Particularly, two ontologies are investigated for BIM data, i.e., the ifcOWL ontology and the building topology ontology (BOT). This paper compares different paths of such integrative data retrieval, as well as discloses the gaps mainly with the semantic web approach to further unlock its potential.",10.5194/isprs-annals-vi-4-w1-2020-93-2020,https://openalex.org/W3083200451,True,"publication_type:article, CityGML, 3D city models, Computer science, Building information modeling, Ontology",0.2093,exact_ontology
bpo.ttl,"""Building Product Ontology""",openalex,https://openalex.org/W2980609532,BPO: The Building Product Ontology for Assembled Products,"Anna Wagner, Uwe Rüppel",2019,TUbilio (Technical University of Darmstadt),25,"With the current trend of using Linked Data to describe buildings during their entire lifecycles, the importance of product descriptions in a Semantic Web context is growing while most product ontologies are designed for mass-produced goods of little variance. But especially in the construction industry, products are often innovative and individually manufactured and previous attempts to depict them with ontologies failed to include meaningful alignments to already existing approaches. Thus, this paper gives an overview of existing product ontologies in general and analyses previous approaches in more detail to identify potential improvements that can be made. Based on this analysis, this paper presents the Building Product Ontology (BPO), including its concepts and alignments. To obtain a modular ontology, the BPO focuses on the non-geometric description without defining templates by determination of taxonomies and includes concepts to model assembly structures, interconnections of components, and complex properties and property values. The BPO enables manufacturers to freely model their products while still benefitting from the Semantic Web in respects of findability and availability of product data. By going through the given examples and demonstrations, inexperienced users are supported to apply the BPO and exploit its benefits.",,https://openalex.org/W2980609532,False,"publication_type:article, Ontology, Computer science, Product (mathematics), Context (archaeology), Semantic Web",0.3571,reuse_application
bpo.ttl,"""Building Product Ontology""",openalex,https://openalex.org/W3209941307,Building product ontology: Core ontology for Linked Building Product Data,"Anna Wagner, Wendelin Sprenger, Christoph Mäurer, Tilmann E. Kuhn, Uwe Rüppel",2021,Automation in Construction,39,,10.1016/j.autcon.2021.103927,https://openalex.org/W3209941307,False,"publication_type:article, Computer science, Ontology, Schema (genetic algorithms), Product (mathematics), Ontology-based data integration",0.2914,ontology_family
brick.ttl,"""Brick"" ""smart building"" ontology",openalex,https://openalex.org/W2788308593,Brick : Metadata schema for portable smart building applications,"Bharathan Balaji, Arka Bhattacharya, Gabriel Fierro, Jingkun Gao, Joshua Gluck, Dezhi Hong, Aslak Johansen, Jason Koh, Joern Ploennigs, Yuvraj Agarwal, Mario Bergés, David Culler, Rajesh K. Gupta, Mikkel Baun Kjærgaard, Mani Srivastava, Kamin Whitehouse",2018,Applied Energy,258,,10.1016/j.apenergy.2018.02.091,https://openalex.org/W2788308593,True,"publication_type:article, Metadata, Schema (genetic algorithms), Brick, Computer science, Architectural engineering",0.3333,exact_ontology
brick.ttl,"""Brick"" ""smart building"" ontology",openalex,https://openalex.org/W4280536417,Comparison of Brick and Project Haystack to Support Smart Building Applications,"Caroline Quinn, J. J. McArthur",2022,arXiv (Cornell University),2,"Enabling buildings with Smart Building applications will help to achieve the ongoing efficient commissioning of buildings, ultimately attaining peak performance in energy use and improved occupant health and comfort, at minimum cost. For these technologies to be scalable data ontology must be adopted to semantically represent data generated by building mechanical systems, acting as conduit for connection to Smart Building applications. The viability of Brick and Project Haystack ontologies, as found by industry and academia, prompted a quantitative comparison of completeness and expressiveness using a case study with an industry ontology as the baseline. Additionally, a qualitative comparison was completed using key ontology qualities outlined in literature. A recommendation of Brick is made based on results. Brick achieved higher assessment values in completeness and expressiveness achieving 59% and 100% respectively, as compared to Haystacks 43% and 96%. Additionally, Brick exhibited five of six desirable qualities, where Haystack exhibited only three. The recommendation of the appropriate ontology forms the basis for longer-term Smart Building application development, which will support innovative approaches to sustainability in building operations across scale, as well as next-generation building controls and automation strategies.",10.48550/arxiv.2205.05521,https://openalex.org/W4280536417,True,"publication_type:preprint, Haystack, Ontology, Brick, Building automation, Computer science",0.3098,exact_ontology
brick.ttl,"""Brick"" ""smart building"" ontology",openalex,https://openalex.org/W2547405038,Brick,"Bharathan Balaji, Arka Bhattacharya, Gabriel Fierro, Jingkun Gao, Joshua Gluck, Dezhi Hong, Aslak Johansen, Jason Koh, Joern Ploennigs, Yuvraj Agarwal, Mario Bergés, David Culler, Rajesh K. Gupta, Mikkel Baun Kjærgaard, Mani Srivastava, Kamin Whitehouse",2016,,228,"Commercial buildings have long since been a primary target for applications from a number of areas: from cyber-physical systems to building energy use to improved human interactions in built environments. While technological advances have been made in these areas, such solutions rarely experience widespread adoption due to the lack of a common descriptive schema which would reduce the now-prohibitive cost of porting these applications and systems to different buildings. Recent attempts have sought to address this issue through data standards and metadata schemes, but fail to capture the set of relationships and entities required by real applications. Building upon these works, this paper describes Brick, a uniform schema for representing metadata in buildings. Our schema defines a concrete ontology for sensors, subsystems and relationships among them, which enables portable applications. We demonstrate the completeness and effectiveness of Brick by using it to represent the entire vendor-specific sensor metadata of six diverse buildings across different campuses, comprising 17,700 data points, and running eight complex unmodified applications on these buildings.",10.1145/2993422.2993577,https://openalex.org/W2547405038,True,"publication_type:article, Metadata, Computer science, Porting, Building automation, Schema (genetic algorithms)",0.3078,exact_ontology
brick.ttl,"""Brick ontology"" buildings",openalex,https://openalex.org/W3089114682,Formalizing Tag-Based Metadata With the Brick Ontology,"Gabe Fierro, Jason Koh, Shreyas Nagare, Xiaolin Zang, Yuvraj Agarwal, Rajesh K. Gupta, David Culler",2020,Frontiers in Built Environment,15,"Current efforts establishing semantic metadata standards for the built environment span academia, industry and standards bodies. For these standards to be effective, they must be clearly defined and easily extensible, encourage consistency in their usage, and integrate cleanly with existing industrial standards, such as BACnet. There is a natural tension between informal tag-based systems that rely upon idiom and convention for meaning, and formal ontologies amenable to automated tooling. We present a qualitative analysis of Project Haystack, a popular tagging system for building metadata, and identify a family of inherent interpretability and consistency issues in the tagging model that stem from its lack of a formal definition. To address these issues, we present the design and implementation of the Brick+ ontology, a drop-in replacement for Brick with clear formal semantics that enables the inference of a valid Brick model from an informal Haystack model, and demonstrate this inference across five Haystack models.",10.3389/fbuil.2020.558034,https://openalex.org/W3089114682,True,"publication_type:article, Haystack, Metadata, Computer science, Ontology, Consistency (knowledge bases)",0.289,exact_ontology
brick.ttl,"""Brick schema"" buildings",openalex,https://openalex.org/W4320059948,Interlinking the Brick Schema with Building Domain Ontologies,"Celia Garrido-Hidalgo, Jonathan Fürst, Bin Cheng, Luis Roda-Sánchez, Teresa Olivares, Ernő Kovács",2022,,3,"In the building context, there is a growing requirement for numerous data models and ontologies to coexist as a means to cover different perspectives and communities. While there are some well-known efforts, such as the Brick schema, to create an overall usable ontology, interlinking available ontologies and data models is still a challenge that can provide significant benefits towards interoperability of Building Information Models. To shed light on this matter, we provide a review of some of the most important ontologies in the building context, which we then match against Brick as a means to provide an interlinked data model. For finding matches, we propose TrioNet, an interactive ontology matcher utilizing weak supervision and active learning, which we compare in terms of precision and recall with two well-known state-of-the-art ontology matchers: AgreementMakerLight (AML) and LogMap. TrioNet outperforms them in finding more verified matches with only a few domain expert annotations, making it an ideal tool for the creation of interlinked data models to improve interoperability. With this paper, we contribute the following datasets: (i) the overall Brick data model interlinked to five other ontologies; (ii) the discovered pairwise ontology alignments; and (iii) the manually-annotated matches used for evaluation.",10.1145/3560905.3567761,https://openalex.org/W4320059948,False,"publication_type:article, Computer science, Ontology, Interoperability, Ontology-based data integration, USable",0.2875,exact_ontology
brick.ttl,"""Brick schema"" buildings",openalex,https://openalex.org/W2546935640,Portable Queries Using the Brick Schema for Building Applications,"Bharathan Balaji, Arka Bhattacharya, Gabe Fierro, Jingkun Gao, Joshua Gluck, Dezhi Hong, Aslak Johansen, Jason Koh, Joern Ploennigs, Yuvraj Agarwal, Mario Bergés, David Culler, Rajesh K. Gupta, Mikkel Baun Kjærgaard, Mani Srivastava, Kamin Whitehouse",2016,,1,"Sensorized commercial buildings are a rich target for building a new class of applications that improve operational and energy efficiency of building operations that take into account human activities. Such applications, however, rarely experience widespread adoption due to the lack of a common descriptive schema that would enable porting these applications and systems to different buildings. Our demo presents Brick [4], a uniform schema for representing metadata in buildings. Our schema defines a concrete ontology for sensors, subsystems and relationships among them, which enables portable applications. Using a web application, we will demonstrate real buildings that have been mapped to the Brick schema, and show application queries that extracts relevant metadata from these buildings. The attendees would be able to create example buildings and write their own queries.",10.1145/2993422.2996411,https://openalex.org/W2546935640,False,"publication_type:article, Computer science, Metadata, Porting, Schema (genetic algorithms), World Wide Web",0.283,exact_ontology
brick.ttl,"""Brick"" ""smart building"" ontology",openalex,https://openalex.org/W4392628923,Development and application of brick schema based multi-sources data integration for smart building energy management,"X C Kan, Fu Xiao",2023,Building Simulation Conference proceedings,1,"Digital and intelligent buildings can optimize building operation with data-driven technology. However, the heterogeneity of buildings due to the lack of uniform data standards hinders the generalization capacity of data-driven solutions. Ontologies and semantic web technologies can standardize data structures and reduce the dependence on detailed building physics and system information. In this study, the Brick metadata schema was used to integrate multi-source data from BIM, BAS, and IoT sensors for smart building energy management. Historical and real-time data were stored in a database standardized by Brick schema, and data access was based on the schema query and reasoning function. The proposed framework was verified in three chiller plants in different buildings.",10.26868/25222708.2023.1726,https://openalex.org/W4392628923,True,"publication_type:article, Computer science, Metadata, Schema (genetic algorithms), Building automation, Database",0.2818,exact_ontology
brick.ttl,"""Brick ontology"" buildings",openalex,https://openalex.org/W4387842264,Visual Brick model authoring tool for building metadata standardization,"SangKeun Lee, Borui Cui, Mahabir Bhandari, Piljae Im",2023,Automation in Construction,7,,10.1016/j.autcon.2023.105122,https://openalex.org/W4387842264,True,"publication_type:article, Metadata, Ontology, Brick, Computer science, Interoperability",0.2727,exact_ontology
brick.ttl,"""Brick ontology"" buildings",openalex,https://openalex.org/W4387932025,A data framework enabling BEM and BMS interoperability based on semantic web technologies and Brick ontology,"Zhiyu Zheng, Rani Elmeouche, Elham Farazdaghi, Esma Yahia, Patrick Beguery, Fakhreddine Ababsa",2023,Building Simulation Conference proceedings,6,"Heterogeneous data sources are generated during the building life cycle. These data sources contain the information required for commissioning. However, their differences in data semantics, structure, and syntax make them disparate data silos, which hinders data interoperability. In this work, a framework for data interoperability is proposed as a first step toward a service-oriented digital twin enable commissioning including gap verification between the expected and actual energy performance of a building. Based on semantic web technologies and Brick ontology, this framework allows data interoperability of heterogeneous data sources, particularly Building Energy Modeling (BEM) and Building Management Systems (BMS).",10.26868/25222708.2023.1366,https://openalex.org/W4387932025,True,"publication_type:article, Interoperability, Computer science, Semantic interoperability, Ontology, Semantic Web",0.2599,exact_ontology
brick.ttl,"""Brick schema"" buildings",openalex,https://openalex.org/W3196145700,Research on Brick Schema Representation for Building Operation with Variable Refrigerant Flow Systems,"Jingming Li, Li, Nianping, Rui Yan, Kushnazarov Farruh, Anbang Li, Kehua Li",2021,arXiv (Cornell University),1,"Building metadata is regarded as the signpost in organizing massive building data. The application of building metadata simplifies the creation of digital representations and provides portable data analytics. Typical metadata standards such as Brick and Haystack are used to describe the data of the building system. Brick uses standard ontologies to create building metadata. However, neither Haystack nor Brick has provided definitions about the Variable Refrigerant Flow (VRF) system so far. For years, both Brick and Haystack working groups have been discussing how to describe VRF in their schema, mainly about the classification of VRF and the definitions of VRF units. There were no settled solutions for these problems. Meanwhile, the global VRF market is growing increasingly fast because of the energy efficiency and installation simplicity of the VRF system. It is needed to have the metadata to describe VRF units in buildings for data analysis and management. Addressing this challenge, this paper extended Brick Schema with the VRF module and verified the Brick VRF module. Then, the model and the service framework were developed and applied for a building in China. The framework can serve portable energy analysis for different areas. The VRF module of this paper provides a possible solution for the expression of the VRF system in the building semantic web. The works in this paper will support semantic web in automation strategies for building management and scalable building operation.",10.48550/arxiv.2108.07037,https://openalex.org/W3196145700,True,"publication_type:preprint, Haystack, Metadata, Computer science, CityGML, Database",0.2584,exact_ontology
